
01 - c0077 - 1425-Mannargudi_MSK_,1,bAlasubramaNyam_bhajEham,AbhEri,muthaiah_bAgavatar,Mannargudi MSK Sankaranarayanan
10 - C0105 - 101-DKPattammal,5,mahIta_pravrddha_shrImati,kAmbOji,tyAgarAja,DK Pattammal
57 - C0185 - 185-Bombay_Sisters-L,6,mahIta_pravrddha_shrImati,kAmbOji,tyAgarAja,Bombay Sisters
01 - C0119 - 160.Prema_Ramamurthy,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Prema Ramamurthy
01 - c0519 - 1571-S_Kasthuri_Rang,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,S Kasthuri Rangan
01 - C0952 - 464.SAVITHA_NARASIMH,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Savitha Narasimhan
01 - c1331 - 0874.N.RAVIKIRAN-CHI,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,N Ravikiran
01 - c1440 - 0990.Sikkil_Sisters-,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Sikkil Sisters
01 - c1851 - 017.NIRMALA_RAJASEKA,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Nirmala Rajasekar
01 - C1851 - 017.NIRMALA_RAJASEKA,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Nirmala Rajasekar
01 - C2065 - 2071-Desur_DSD_Selva,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Desur DSD Selvarathinam
01 - C2197 - 2218-Vasundhra_Rajag,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Vasundhra Rajagopal
01 - C2625 - 2633-R_Suryaprakash,3,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,R Suryaprakash
01 - C2700 - 2722-NC_Madhav-Violi,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,NC Madhav
01 - C2953 - 3002-Subbalakshmi_Sw,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Subbalakshmi Swaminathan
01 - C3141 - 3128-Sriram_Gangadha,8,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Sriram Gangadharan
01 - C3361 - 3314-TV_Sankaranaray,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,TV Sankaranarayanan
01 - C3414 - 3370-Sikkil_Mala_Cha,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Sikkil Mala Chandrasekhar
01 - C3799 - 3734-Ranjani_Gayathr,3,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,"Ranjani,Gayathri"
01 - C3840 - 3775-VV_Subramanyam-,7,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,VV Subramanyam
01 - C4504 - 4415-Nirmala_Sundara,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Nirmala Sundararajan
01 - C4907 - 4822-Manda_Balarama_,3,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Manda Balarama Sharma
01 - C5152 - 5090-Mysore_M_Nagraj,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,"Mysore M Nagaraj,M Manjunath"
01 - C5355 - 5262-Sikkil_N_Neela-,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Sikkil Neela
01 - C5903 - 5782-Indira_Kameswar,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Indira Kameswara Rao
01 - C6055 - 33-S_Saketharaman,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,S Saketharaman
01 - C6609 - 6419-Nagai_R_Muralid,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Nagai R Muralidharan
01 - C6671 - 6487-Annavarapu_Rama,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Annavarapu Ramaswamy
02 - C0233 - 246_MysoreNagaraj_Ma,6,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,"Mysore M Nagaraj,M Manjunath"
02 - C0279 - 293_R_Suryaprakash_2,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,R Suryaprakash
02 - C0409 - 423_TV_Shankarnaraya,8,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,TV Sankaranarayanan
03 - C0223 - 007-Ravikiran-August,9,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,N Ravikiran
03 - C0223 - 007-Ravikiran-August,10,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,N Ravikiran
03 - C0223 - 007-Ravikiran-August,11,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,N Ravikiran
04 - C0023 - 02_Jamshedpur_1981,7,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,TV Sankaranarayanan
06 - c0401 - 0464-Ms.JayashreeJay,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Jayashree Jayarajkrishnan
06 - c0591 - 0680_Ms.Niranjana-Sr,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Niranjana Srinivasan
10 - C0138 - 134-Alattur_Srinivas,3,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Alathur Srinivasa Iyer
10 - C0242 - 239-Karlapalem_Chand,5,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Karlapalem Chandramouli
10 - C0451 - 457-Sethuraman_n_Vis,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Thiruvarur S Sethuraman
10 - C0603 - 614-DK_Jayaraman-Voc,4,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,DK Jayaraman
10 - C0620 - 631-Srirangam_Gopala,3,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Srirangam Gopalaratnam
17 - C0024 - TVR-Delhi-Sri-Mushns,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Trichur V Ramachandran
19 - C0136 - 137_Surya_Prakash_MR,8,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,R Suryaprakash
23 - C0106 - 114-KV-Narayanaswamy,8,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Palghat KV Narayanaswamy
23 - C0134 - 143-KVNarayanaswamy-,11,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Palghat KV Narayanaswamy
28 - C0008 - 0008.Mambalam_Sis_Is,2,marakatavallIm_manasA_smarAmi,kAmbOji,m_dIkshitar,Mambalam Sisters
01 - C6244 - 6092-V_Shankaranaray,4,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,V Shankaranarayanan
02 - C0079 - 088_MadhuKashyap_Ach,7,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,Madhu Kashyap
03 - C0560 - 316-AlaththUr_brothe,6,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,Alathur Brothers
03 - C0969 - 614-SR_jAnakirAman-c,7,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,SR Janakiraman
03 - C1091 - 738-n_ramaNi-Flute-C,6,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,N Ramani
15 - C0047 - 047-Sriram-Gangadhar,5,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,Sriram Gangadharan
22 - C0182 - 135_Suvarna_Nama_Nar,5,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,M BalamuraliKrishna
23 - C0213 - 224_AlathurBrothers-,5,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,Alathur Brothers
26 - C0003 - Chingelpet-Ranganath,5,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,Chingleput Ranganathan
26 - C0003 - Chingelpet-Ranganath,6,mari_mari_ninnE_moraliDa,kAmbOji,tyAgarAja,Chingleput Ranganathan
01 - C1519 - 1654-Dr_K_Saraswathi,6,mari_mari_vaccuna_mA,kAmbOji,mysore_vAsudevAcAr,K Saraswathi Vidhyarthi
01 - C6722 - 6544-Nedunuri_Krishn,3,mari_mari_vaccuna_mA,kAmbOji,mysore_vAsudevAcAr,Nedunuri Krishnamurthy
10 - C0562 - 573-Palghat_Ramprasa,8,mari_mari_vaccuna_mA,kAmbOji,mysore_vAsudevAcAr,Palghat R Ramprasad
15 - C0332 - 328-Nedunuri_Krishna,7,mari_mari_vaccuna_mA,kAmbOji,mysore_vAsudevAcAr,Nedunuri Krishnamurthy
19 - C0014 - 014_2008_07_21_Malla,8,mari_mari_vaccuna_mA,kAmbOji,mysore_vAsudevAcAr,Malladi Brothers
00 - C0320 - air-1,4,nIyE_sharaN_SaNmukhA,kAmbOji,pApanAsam_sivan,"Radha,Jayalakshmi"
01 - c1362 - 0907.Suguna_Purushot,5,nIyE_sharaN_SaNmukhA,kAmbOji,pApanAsam_sivan,Suguna Purushothaman
01 - C5437 - 5347-Trichur_V_Ramac,6,nIyE_sharaN_SaNmukhA,kAmbOji,pApanAsam_sivan,Trichur V Ramachandran
57 - C0315 - 315-Sanjay_Subrahman,5,nIyE_sharaN_SaNmukhA,kAmbOji,pApanAsam_sivan,Sanjay Subrahmanyan
57 - C0468 - 468-Sanjay_Subrahman,5,nIyE_sharaN_SaNmukhA,kAmbOji,pApanAsam_sivan,Sanjay Subrahmanyan
00 - C0145 - nramani,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
00 - C0148 - kl2001,72,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,OS Thyagarajan
00 - C0148 - kl2001,73,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,OS Thyagarajan
00 - C0157 - kd,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,"Ranjani,Gayathri"
00 - C0179 - ssvt98,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sanjay Subrahmanyan
01 - c0310 - 1034.Suguna_Purushot,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Suguna Purushothaman
01 - c0343 - 1071-Uma-Geetha-Podh,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,"Uma,Geetha"
01 - c0369 - 1100-Jayanthi_Kumare,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Jayanthi Kumaresh
01 - C0524 - 1362-Sreyas_Narayanu,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sreyas Narayanun
01 - C0574 - 057.N_Ramani-Flute,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
01 - C0674 - 171.Ramani-Thyagaraj,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
01 - C0715 - 215.B.SIVAKUMAR_VEEN,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,B Shivakumar
01 - c1249 - 782.M.S.SUBBALAKSHMI,10,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Subbulakshmi
01 - C1262 - 797.LALGUDI_G.JAYARA,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Lalgudi Jayaraman
01 - C1273 - 0810.ADOOR_P.SUDARSH,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Adoor P Sudarshanam
01 - C1296 - 0836.SMT.MALA_CHANDR,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sikkil Mala Chandrasekhar
01 - C1296 - 0836.SMT.MALA_CHANDR,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sikkil Mala Chandrasekhar
01 - C1296 - 0836.SMT.MALA_CHANDR,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sikkil Mala Chandrasekhar
01 - c1303 - 0844.Maharajapuram_S,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Maharajapuram Santhanam
01 - c1403 - 0949.Dr.Dwaram_Laksh,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Dwaram Lakshmi
01 - c1410 - 0957.S.Srinivasan-Ve,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,S Srinivasan
01 - C1542 - 03-O_S_Thyagarajan,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,OS Thyagarajan
01 - C1583 - 29-S_Saketharaman,1,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,S Saketharaman
01 - C1675 - 1754-Neela_Ramgopal_,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Neela Ramagopal
01 - c1675 - 1754-Neela_Ramgopal_,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Neela Ramagopal
01 - c1846 - 012_E_GAYATHRI_VEENA,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,E Gayathri
01 - C1846 - 012_E_GAYATHRI_VEENA,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,E Gayathri
01 - C2032 - 2033-Palladam_S_Venk,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Palladam S Venkataramana Rao
01 - c2105 - 2118-S_Shankar-Sange,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Bangalore S Shankar
01 - C2105 - 2118-S_Shankar-Sange,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Bangalore S Shankar
01 - C2151 - 1896-Sreyas_Narayanu,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sreyas Narayanun
01 - c2242 - 011-Sumithra_Vasudev,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sumithra Vasudev
01 - C2242 - 011-Sumithra_Vasudev,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sumithra Vasudev
01 - c2501 - 2506-Palai_CK_Ramach,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Palai CK Ramachandran
01 - C2501 - 2506-Palai_CK_Ramach,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Palai CK Ramachandran
01 - C2696 - 2718-Sugandha_Kalame,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sugandha Kalamegam
01 - C2741 - 2764-Mudikondan_SN_R,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Mudikondan SN Ramesh
01 - C3062 - 3046-N_Ramani-Flute,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
01 - C3112 - 3098-Jayaprada_Ramam,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Jayaprada Ramamurthy
01 - C3288 - 3238-VR_Raghava_Kris,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,VR Raghava Krishna
01 - C3533 - 3496-Nirmala_Sundara,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Nirmala Sundararajan
01 - C3756 - 3688-Adyar_S_Jayaram,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Adyar S Jayaraman
01 - C4159 - 4106-Subhashree_Rama,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Subhashree Ramachandran
01 - C4381 - 4291-KV_Ramanujam-Fl,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,KV Ramanujam
01 - C4399 - 4309-Mani_Krishnaswa,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Mani Krishnaswamy
01 - C4565 - 4476-Parupalli_S_Suj,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Parupalli S Sujana
01 - C4829 - 4744-U_Shrinivas-Man,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,U Shrinivas
01 - C4858 - 4773-Lalgudi_G_Jayar,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Lalgudi Jayaraman
01 - C4890 - 4805-Lalgudi_G_Jayar,1,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Lalgudi Jayaraman
01 - C5208 - 5110-R_Suryaprakash,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,R Suryaprakash
01 - C5252 - 5154-Jayaprada_Ramam,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Jayaprada Ramamurthy
01 - C5426 - 5336-Prapancham_S_Ba,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Prapancham S Balachandran
01 - C5507 - 5418-N_Ramani-Flute,2,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
01 - C5519 - 5430-Shyamala_Venkat,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Shyamala Venkateswaran
01 - C5905 - 5784-Bangalore_S_Sha,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Bangalore S Shankar
01 - C6016 - 5904-MAS-MAK-VIOLIN_,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MA Sundareswaran
01 - C6023 - 05-Sumithra_Vasudev,2,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sumithra Vasudev
01 - C6038 - 17-Kunnakudi_M_Balam,2,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Kunnakudi M Balamuralikrishna
01 - C6094 - 5940-P_Vasanthakumar,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,P Vasanthakumar
01 - C6135 - 5981-Prapancham_Sita,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Prapancham Sitaram
01 - C6138 - 5984-BV_Balasai-Flut,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,BV Balasai
01 - C6185 - 6031-Kalyani_Ganesan,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Kalyani Ganesan
01 - C6252 - 6100-SP_Ramh-Veena,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,SP Ramh
01 - C6323 - 6172-Seetha_Narayana,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Seetha Narayanan
01 - C6333 - 6182-Mathangi_Sathya,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Mathangi Sathyamoorthy
01 - C6418 - 6268-Vadaeluppai_S_A,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Vadaiulapai S Anandan
01 - C6433 - 6283-N_Ramani-Ragam_,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
01 - C6562 - 6371-JA_Jayanth-AIR_,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,JA Jayanth
01 - C6592 - 6402-Padma_Shankar-V,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Padma Sankar
01 - C6666 - 6479-Pantula_Rama-Ra,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Pantula Rama
02 - C0014 - 053_MSAnantharaman,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Anantharaman
02 - C0021 - 009_BombaySisters,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Bombay Sisters
02 - C0068 - 076_R_Vedavalli,10,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,R Vedavalli
02 - C0068 - 076_R_Vedavalli,11,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,R Vedavalli
02 - C0542 - 558_VShankarnarayana,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,V Shankaranarayanan
02 - C0542 - 558_VShankarnarayana,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,V Shankaranarayanan
03 - C0019 - 217-U_shrInivAs-US-m,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,U Shrinivas
03 - C0112 - 124-gAyathri_Venkata,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Gayathri Venkataraghavan
03 - C0112 - 124-gAyathri_Venkata,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Gayathri Venkataraghavan
03 - C0189 - 044-Bombay_Sisters-C,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Bombay Sisters
03 - C0227 - 002-Salem-Shriram-Au,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Salem Sriram
03 - C0546 - 304-n_ramaNi-Flute-T,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
03 - C0600 - 341-lAlgudi_G_jayarA,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Lalgudi Jayaraman
03 - C0761 - 420-semmangudi_shrIn,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
03 - C0794 - 442-semmangudi_R_shr,2,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
03 - C0816 - 463-musiri_subrahmaN,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Musiri Subramanya Iyer
03 - C1059 - 705-semmangudi_R_shr,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
06 - C0276 - 0328-Dr.N.Ramani-Flu,1,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
06 - C0384 - 0446-Dr.R.Ganesh-Isa,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,R Ganesh
06 - C0414 - 0478-Ms.V.Sivaranjan,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,"V Sivaranjani,V Nalinakanthi"
06 - C0481 - 0549_Dr.Ramani_Flute,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,N Ramani
09 - C0129 - SSI--028,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
10 - C0077 - 073-Pappu_Someswara_,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Pappu Someswara Rao
10 - C0084 - 080-T_Brinda-Vocal_N,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,T Brinda
10 - C0173 - 169-TNRajaratnam-Nad,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,TN Rajarathnam Pillai
10 - C0229 - 226-TRMahalingam-AIR,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,TR Mahalingam
10 - C0229 - 226-TRMahalingam-AIR,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,TR Mahalingam
10 - C0229 - 226-TRMahalingam-AIR,9,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,TR Mahalingam
10 - C0479 - 488-Mysore_Nagaraj-V,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Mysore Nagaraj
10 - C0514 - 525-Semmangudi_Srini,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
10 - C0546 - 557-MS_Balasubrahman,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Balasubrahmanya Sarma
10 - C0632 - 643-Kalpagam_Raman-V,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Kalpagam Raman
15 - C0277 - 273-Dr.S.Ramanathan-,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,S Ramanathan
15 - C0289 - 285-Semmangudi-Live_,2,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
15 - C0305 - 302-M.D.Ramanathan-L,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MD Ramanathan
15 - C0390 - 386-Sanjay_Subrahman,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sanjay Subrahmanyan
17 - C0087 - 088-MDR-TNK-PMI-Live,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MD Ramanathan
19 - C0069 - 071_2009_11_15_Gayat,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Gayathri Venkataraghavan
23 - C0030 - 033-MSS-MA1970-23.12,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Subbulakshmi
23 - C0076 - 082-Santhanam-NM-VR-,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Maharajapuram Santhanam
23 - C0082 - 088-Santhanam-Kambho,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Maharajapuram Santhanam
23 - C0147 - 157-M-S-Subbulakshmi,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Subbulakshmi
23 - C0210 - 223_OSThyagarajan-Dh,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,OS Thyagarajan
23 - C0286 - 300_HyderabadBrother,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Hyderabad Brothers
26 - C0001 - BVR_BVL,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,"BV Raman,BV Lakshmanan"
30 - C0012 - VR_Dileepkumar_011,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,VR Dileepkumar
31 - C0005 - 04_MSS_Madras_TV_25M,1,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Subbulakshmi
40 - C0004 - 03-MVS-Unknown-Conce,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Maharajapuram Santhanam
40 - C0004 - 03-MVS-Unknown-Conce,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Maharajapuram Santhanam
41 - C0013 - 13-FortBangalore1981,10,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Subbulakshmi
41 - C0014 - 14-MusicAcademy-1970,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Subbulakshmi
46 - C0039 - 044-SSI-TNK-CSM-Oct3,4,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Semmangudi Srinivasa Iyer
55 - C0012 - 012-MS_Anantharaman-,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,MS Anantharaman
57 - C0015 - 015-Sanjay_Subrahman,5,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sanjay Subrahmanyan
57 - C0017 - 017-Sanjay_Subrahman,3,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sanjay Subrahmanyan
57 - C0164 - 164-SP_Natarajan-Liv,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Dindigul SP Natarajan
57 - C0198 - 198-D_Balakrishna-Li,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,D Balakrishna
57 - C0229 - 229-Lakshmi_Rangaraj,7,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Lakshmi Rangarajan
57 - C0231 - 231-Lalgudi_Padmavat,8,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,A Padmavathy
57 - C0311 - 311-Sangeetha_Swamin,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,Sangeetha Swaminathan
57 - C0361 - 361-V_V_Subramaniam-,6,O_rangashAyi_pilacitE,kAmbOji,tyAgarAja,VV Subramanyam
01 - C4156 - 4102-G_Srikanth,3,padasAnati_munijana,kAmbOji,swAtitirunAL,G Srikanth
01 - C4770 - 4683-AKC_Natarajan-C,2,padasAnati_munijana,kAmbOji,swAtitirunAL,AKC Natarajan
01 - C5261 - 5163-G_Srikanth-Raga,4,padasAnati_munijana,kAmbOji,swAtitirunAL,G Srikanth
01 - C5965 - 5851-M_Subramanya_Sh,2,padasAnati_munijana,kAmbOji,swAtitirunAL,M Subramanya Sharma
01 - C6515 - 12-Sankaran_Namboodi,3,padasAnati_munijana,kAmbOji,swAtitirunAL,MK Sankaran Namboothiri
02 - c0509 - 525_TM_Thyagarajan-m,11,padasAnati_munijana,kAmbOji,swAtitirunAL,TM Thyagarajan
02 - c0509 - 525_TM_Thyagarajan-m,12,padasAnati_munijana,kAmbOji,swAtitirunAL,TM Thyagarajan
02 - C0509 - 525_TM_Thyagarajan-m,13,padasAnati_munijana,kAmbOji,swAtitirunAL,TM Thyagarajan
